date ,session,time,pair,rr,result,direction,profit,loss,liquidity,screenshot,swp_bfr_ott,year,month
26.07.2021,NY am,10:23:00,NAS100,,SL,long,,200,during OTT,https://glaze-deer-019.notion.site/26-07-2021-1085d916904080b6afd1d8c0741e3095?pvs=4,,2021,7
03.08.2021,London,03:37:00,NAS100,,BE,long,,,during OTT,https://glaze-deer-019.notion.site/03-08-2021-1125d916904080368bc6e0ebb554de67?pvs=4,,2021,8
04.08.2021,London,03:01:00,NAS100,,SL,long,,200,before OTT,https://glaze-deer-019.notion.site/04-08-2021-1125d916904080fb94e8f04beb8c6cea?pvs=4,yes,2021,8
13.08.2021,NY am,10:04:00,NAS100,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/13-08-2021-1085d916904080acb1d6f1d5b5047231?pvs=4,,2021,8
13.08.2021,London,03:42:00,NAS100,"1,7",TP,long,340,,during OTT,https://glaze-deer-019.notion.site/13-08-2021-1125d9169040807ead56f672e7ba644a?pvs=4,,2021,8
18.08.2021,NY am,10:05:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/18-08-2021-f93233ad3a914e608ddcb620e4b6dca0?pvs=4,yes,2021,8
08.09.2021,NY am,10:01:00,NAS100,,BE,long,,,before OTT,https://glaze-deer-019.notion.site/08-09-2021-1085d91690408047b280fc69860d76ee?pvs=4,yes,2021,9
20.09.2021,NY am,10:00:00,NAS100,,SL,long,,200,before OTT,https://glaze-deer-019.notion.site/20-09-2021-1085d916904080a79c8cfefbe2923149?pvs=4,yes,2021,9
21.09.2021,NY am,10:33:00,SP500,,SL,long,,200,during OTT,https://glaze-deer-019.notion.site/21-09-2021-10b5d91690408097a9aef96cb705512c?pvs=4,,2021,9
23.09.2021,London,03:09:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/23-09-2021-1125d91690408086acc5f80ccc03c060?pvs=4,,2021,9
28.09.2021,NY am,10:49:00,SP500,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/28-09-2021-10b5d9169040805093cdf280cffffc24?pvs=4,,2021,9
01.10.2021,NY am,10:42:00,NAS100,"3,2",TP,long,640,,during OTT,https://glaze-deer-019.notion.site/01-10-2021-1085d916904080a0ad77dec1f8a1b1c6?pvs=4,,2021,10
01.10.2021,London,03:00:00,NAS100,"2,8",TP,long,560,,before OTT,https://glaze-deer-019.notion.site/01-10-2021-1125d91690408047b586f083e3c82c4e?pvs=4,yes,2021,10
11.10.2021,London,03:00:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/11-10-2021-1125d91690408037b5c1d193c644d246?pvs=4,yes,2021,10
14.10.2021,London,03:37:00,NAS100,,SL,long,,200,before OTT,https://glaze-deer-019.notion.site/14-10-2021-1125d916904080c89e07c3f1681781b5?pvs=4,,2021,10
21.10.2021,London,03:04:00,NAS100,2,TP,long,400,,before OTT,https://glaze-deer-019.notion.site/21-10-2021-1125d9169040805eb100d62f2747bc97?pvs=4,,2021,10
22.10.2021,NY am,10:18:00,NAS100,"1,6",TP,long,316,,during OTT,https://glaze-deer-019.notion.site/22-10-2021-2d2c2851237c444dba9cdd7422392ee7?pvs=4,,2021,10
22.10.2021,London,03:34:00,NAS100,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/22-10-2021-1125d9169040801d85d1cb8cbe0e487c?pvs=4,,2021,10
25.10.2021,London,03:02:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/25-10-2021-1125d916904080e18286ec0bc314c268?pvs=4,yes,2021,10
27.10.2021,NY am,10:59:00,SP500,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/27-10-2021-10b5d916904080a1aa98f99d09cd3f1a?pvs=4,,2021,10
29.10.2021,NY am,10:56:00,NAS100,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/29-10-2021-1085d91690408071be03cb4fdc5e7f99?pvs=4,,2021,10
29.10.2021,NY am,10:37:00,SP500,2,TP,long,400,,during OTT,https://glaze-deer-019.notion.site/29-10-2021-10b5d9169040806f8b65fe576c718761?pvs=4,,2021,10
04.11.2021,London,03:41:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/04-11-2021-1125d9169040808daf0cfbd88d931ca2?pvs=4,,2021,11
10.11.2021,NY am,10:25:00,SP500,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/10-11-2021-10b5d9169040802f8c47fb333cf56fe5?pvs=4,,2021,11
10.11.2021,London,03:48:00,NAS100,,SL,long,,200,during OTT,https://glaze-deer-019.notion.site/10-11-2021-1125d916904080528a9fc67eb7f41983?pvs=4,,2021,11
16.11.2021,NY am,10:18:00,SP500,"1,6",TP,short,320,,before OTT,https://glaze-deer-019.notion.site/16-11-2021-10b5d916904080baa012e4319dc96b94?pvs=4,,2021,11
19.11.2021,NY am,10:19:00,SP500,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/19-11-2021-10b5d9169040805c9066e8764be7e5df?pvs=4,yes,2021,11
19.11.2021,London,03:08:00,NAS100,,SL,long,,200,before OTT,https://glaze-deer-019.notion.site/19-11-2021-1125d9169040804d80d8f398b1f5ec42?pvs=4,,2021,11
22.11.2021,London,03:55:00,NAS100,"1,7",TP,long,340,,before OTT,https://glaze-deer-019.notion.site/22-11-2021-1125d916904080388e53ca3dfdcf1a72?pvs=4,,2021,11
29.11.2021,NY am,10:46:00,SP500,"1,6",TP,long,320,,before OTT,https://glaze-deer-019.notion.site/29-11-2021-10b5d916904080489354d165e3eea6bd?pvs=4,,2021,11
29.11.2021,London,03:01:00,NAS100,,SL,long,,200,before OTT,https://glaze-deer-019.notion.site/29-11-2021-1125d9169040805e9d90c72abc80b6cf?pvs=4,yes,2021,11
01.12.2021,NY am,10:42:00,NAS100,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/01-12-2021-1085d916904080c6b10ffc2adb7f68bf?pvs=4,,2021,12
02.12.2021,NY am,10:53:00,NAS100,"1,6",TP,long,320,,before OTT,https://glaze-deer-019.notion.site/02-12-2021-1085d9169040807f9bfbd64101826d8e?pvs=4,,2021,12
08.12.2021,NY am,10:33:00,NAS100,,BE,,,,during OTT,https://glaze-deer-019.notion.site/08-12-2021-1085d91690408040b679c6429b4fb0fc?pvs=4,,2021,12
09.12.2021,NY am,10:43:00,SP500,,BE,long,,,during OTT,https://glaze-deer-019.notion.site/09-12-2021-10b5d916904080eabe7eff6851aa3978?pvs=4,,2021,12
17.12.2021,London,03:05:00,NAS100,"2,5",TP,short,500,,before OTT,https://glaze-deer-019.notion.site/17-12-2021-1125d91690408083948bc6f1c0bac2fc?pvs=4,,2021,12
23.12.2021,NY am,10:34:00,SP500,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/23-12-2021-10b5d9169040805385b5d413d97ef946?pvs=4,,2021,12
30.12.2021,NY am,10:35:00,NAS100,"1,6",TP,short,320,,during OTT,https://glaze-deer-019.notion.site/30-12-2021-1085d9169040805b843ee9c802b463d1?pvs=4,,2021,12
06.01.2022,NY am,10:18:00,SP500,"1,7",TP,long,350,,before OTT,https://glaze-deer-019.notion.site/06-01-2022-10c5d9169040802d81a7c6da55a8f807?pvs=4,,2022,1
11.01.2022,NY am,10:17:00,NAS100,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/11-01-2021-1095d916904080a4ad95dcf4098151bf?pvs=4,,2022,1
11.01.2022,NY am,10:32:00,SP500,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/11-01-2022-10c5d916904080aaa488c01818d801b6?pvs=4,,2022,1
21.01.2022,NY am,10:30:00,NAS100,"1,6",TP,long,320,,before OTT,https://glaze-deer-019.notion.site/21-01-2021-1095d9169040803e96cdd3616fbfc730?pvs=4,,2022,1
31.01.2022,NY am,10:30:00,NAS100,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/31-01-2022-1095d91690408001ab5def9781de7497?pvs=4,,2022,1
01.02.2022,London,03:02:00,NAS100,,BE,long,,,before OTT,https://glaze-deer-019.notion.site/04-02-2022-1125d9169040806b8bbef223a51510d6?pvs=4,yes,2022,2
02.02.2022,NY am,10:41:00,SP500,,BE,long,,,during OTT,https://glaze-deer-019.notion.site/02-02-2022-10c5d9169040809b8382f17db55e6ccf?pvs=4,,2022,2
07.02.2022,NY am,10:22:00,SP500,"2,3",TP,long,460,,during OTT,https://glaze-deer-019.notion.site/07-02-2022-10c5d916904080e69ddaefd45b665542?pvs=4,,2022,2
11.02.2022,NY am,10:23:00,SP500,,BE,long,,,during OTT,https://glaze-deer-019.notion.site/11-02-2022-10c5d91690408080a262ff40de8ec20a?pvs=4,,2022,2
22.02.2022,NY am,10:33:00,SP500,"1,6",TP,short,320,,before OTT,https://glaze-deer-019.notion.site/22-02-2022-10c5d916904080abb20ff861021c78c9?pvs=4,,2022,2
09.03.2022,NY am,10:15:00,SP500,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/09-03-2022-10c5d916904080f28fdef06b89cdff58?pvs=4,,2022,3
14.03.2022,NY am,10:28:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/14-03-2022-1095d9169040809dbe1ce4d73a22dc21?pvs=4,,2022,3
05.04.2022,London,03:57:00,NAS100,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/05-04-2022-1125d9169040808c9111e0a235b420a2?pvs=4,,2022,4
07.04.2022,NY am,10:53:00,NAS100,,BE,long,,,before OTT,https://glaze-deer-019.notion.site/07-04-2022-1095d91690408083a099e53c45ca0c94?pvs=4,,2022,4
14.04.2022,NY am,10:56:00,SP500,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/14-04-2022-10c5d91690408060bbe8f2495493d917?pvs=4,,2022,4
25.04.2022,NY am,10:49:00,SP500,3,TP,long,600,,before OTT,https://glaze-deer-019.notion.site/25-04-2022-10c5d9169040808f8fb6cbdd02851e7e?pvs=4,,2022,4
27.04.2022,NY am,10:40:00,NAS100,,BE,long,,,during OTT,https://glaze-deer-019.notion.site/27-04-2022-1095d916904080c8a02cf85657f8704d?pvs=4,,2022,4
16.05.2022,NY am,10:37:00,NAS100,"1,6",TP,short,318,,before OTT,https://glaze-deer-019.notion.site/16-05-2022-1095d916904080e58101f78ee20be417?pvs=4,,2022,5
16.05.2022,NY am,10:34:00,SP500,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/16-05-2022-10c5d91690408071b396e40f700016df?pvs=4,,2022,5
23.05.2022,NY am,10:58:00,NAS100,,BE,short,,,during OTT,https://glaze-deer-019.notion.site/23-05-2022-1095d916904080e880d4d2f167864f3e?pvs=4,,2022,5
23.05.2022,NY am,10:52:00,SP500,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/23-05-2023-10c5d9169040801d8782d7d2dfa5586e?pvs=4,,2022,5
30.05.2022,NY am,10:41:00,NAS100,3,TP,long,600,,before OTT,https://glaze-deer-019.notion.site/30-05-2022-70b8081c7b464f08b4de31fbd97d3f7e?pvs=4,,2022,5
01.06.2022,NY am,10:01:00,NAS100,"1,6",TP,short,320,,before OTT,https://glaze-deer-019.notion.site/01-06-2022-1095d9169040809da10ad813e57a8e87?pvs=4,yes,2022,6
02.06.2022,NY am,10:34:00,NAS100,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/02-06-2022-1095d9169040802893aafc5d4a6158b6?pvs=4,,2022,6
02.06.2022,NY am,10:33:00,SP500,"3,1",TP,long,620,,before OTT,https://glaze-deer-019.notion.site/06-06-2022-10c5d916904080a5ae5afd8dc4a15825?pvs=4,,2022,6
03.06.2022,NY am,10:07:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/03-06-2022-1095d916904080ffa324f8a8c86e6b65?pvs=4,,2022,6
07.06.2022,NY am,10:09:00,NAS100,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/07-06-2022-1095d91690408089ba15f2b52dfae4af?pvs=4,,2022,6
20.06.2022,NY am,10:19:00,SP500,"1,6",TP,long,320,,during OTT,https://glaze-deer-019.notion.site/20-06-2022-10d5d916904080caa299f25607b71070?pvs=4,,2022,6
23.06.2022,NY am,10:11:00,NAS100,"1,6",TP,long,318,,before OTT,https://glaze-deer-019.notion.site/23-06-2022-1095d91690408059a744d859dff21d25?pvs=4,yes,2022,6
08.07.2022,NY am,10:04:00,SP500,"1,9",TP,long,320,,before OTT,https://glaze-deer-019.notion.site/08-07-2022-10d5d916904080ac9dccc45d32cc9b7a?pvs=4,,2022,7
08.07.2022,London,03:07:00,NAS100,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/08-07-2022-1135d9169040801ca3b3e4b9a45c3997?pvs=4,,2022,7
11.07.2022,London,03:52:00,NAS100,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/11-07-2022-1135d91690408025b588f0433884a113?pvs=4,,2022,7
22.07.2022,NY am,10:20:00,NAS100,,BE,long,,,before OTT,https://glaze-deer-019.notion.site/22-07-222-1d32d74f6a6c4ffc99bf88ed212e754d?pvs=4,,2022,7
28.07.2022,NY am,10:43:00,NAS100,5,TP,long,1000,,before OTT,https://glaze-deer-019.notion.site/28-07-2022-1095d9169040808dbbe2de6331f3a39b?pvs=4,,2022,7
29.07.2022,London,03:08:00,NAS100,"1,6",TP,short,320,,before OTT,https://glaze-deer-019.notion.site/29-07-2022-1135d9169040807497edda452a008b6e?pvs=4,yes,2022,7
08.08.2022,NY am,10:30:00,NAS100,"2,7",TP,short,550,,during OTT,https://glaze-deer-019.notion.site/08-08-2022-1095d91690408013be90e68e0472c461?pvs=4,,2022,8
18.08.2022,London,03:18:00,NAS100,"2,07",TP,long,400,,before OTT,https://glaze-deer-019.notion.site/18-08-2022-1135d916904080e5a425ff3544741b9f?pvs=4,,2022,8
24.08.2022,NY am,10:39:00,NAS100,,SL,short,,200,during OTT,https://glaze-deer-019.notion.site/24-08-2022-1095d91690408004adfbf5de52d39aea?pvs=4,,2022,8
29.08.2022,NY am,10:06:00,SP500,,SL,short,,200,before OTT,https://glaze-deer-019.notion.site/29-08-2022-10d5d916904080e49490c93febc7062d?pvs=4,yes,2022,8
30.09.2022,NY am,10:42:00,NAS100,,BE,short,,,before OTT,https://glaze-deer-019.notion.site/30-09-2022-1095d9169040805a83e8c236514ce1bc?pvs=4,,2022,9
